# lat,lng,id,name,building_type,type,url,page_type
# cattolica -- gyms
43.948286,12.738027,ov_palestra_universum_fight_and_fitness_43.9483_12.7380,Palestra Universum Fight and Fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cattolica/pages/palestra_universum_fight_and_fitness_43.9483_12.7380.json,custom
43.961094,12.737978,ov_palestra_0_2_cattolica_43.9611_12.7380,Palestra 0.2 Cattolica,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cattolica/pages/palestra_02_cattolica_43.9611_12.7380.json,custom
43.960310,12.739790,ov_molab___il_laboratorio_del_movimento_43.9603_12.7398,MoLab - Il Laboratorio del Movimento,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cattolica/pages/molab_-_il_laboratorio_del_movimento_43.9603_12.7398.json,custom
43.960183,12.750935,ov_bocciodromo_43.9602_12.7509,Bocciodromo,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cattolica/pages/bocciodromo_43.9602_12.7509.json,custom
43.954706,12.739750,ov_a_s_d_cattolica_basket_43.9547_12.7398,A.S.D Cattolica Basket,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cattolica/pages/asd_cattolica_basket_43.9547_12.7398.json,custom
43.960573,12.733608,ov_benzi_big_game_fishing_43.9606_12.7336,Benzi Big Game Fishing,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cattolica/pages/benzi_big_game_fishing_43.9606_12.7336.json,custom
43.963622,12.716749,ov_crossfit_cattolica_43.9636_12.7167,Crossfit Cattolica,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cattolica/pages/crossfit_cattolica_43.9636_12.7167.json,custom
43.961717,12.747755,ov_regina_centro_danza_43.9617_12.7478,Regina Centro Danza,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cattolica/pages/regina_centro_danza_43.9617_12.7478.json,custom
43.961752,12.748271,ov_palestra_body_project_43.9618_12.7483,Palestra Body Project,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cattolica/pages/palestra_body_project_43.9618_12.7483.json,custom
43.962793,12.742977,ov_elios_43.9628_12.7430,Elios,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cattolica/pages/elios_43.9628_12.7430.json,custom
43.964689,12.749304,ov_heros_fitness_43.9647_12.7493,Heros Fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cattolica/pages/heros_fitness_43.9647_12.7493.json,custom
43.966720,12.742050,ov_tinhar__sup_school_43.9667_12.7421,Tinharè Sup School,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cattolica/pages/tinhar_sup_school_43.9667_12.7421.json,custom
43.966930,12.750667,ov_la_nuova_accademia_43.9669_12.7507,La Nuova Accademia,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cattolica/pages/la_nuova_accademia_43.9669_12.7507.json,custom
43.968249,12.734406,ov_la_playa73_43.9682_12.7344,la playa73,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cattolica/pages/la_playa73_43.9682_12.7344.json,custom
43.966199,12.722470,ov_olympia_wellness_24h___asd_molly_sport_43.9662_12.7225,Olympia Wellness 24h - ASD Molly Sport,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cattolica/pages/olympia_wellness_24h_-_asd_molly_sport_43.9662_12.7225.json,custom
43.965305,12.723316,ov_miami_hiit_functional_training_43.9653_12.7233,MIAMI HIIT Functional Training,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cattolica/pages/miami_hiit_functional_training_43.9653_12.7233.json,custom
43.965280,12.722530,ov_bailando_tropical_43.9653_12.7225,Bailando Tropical,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cattolica/pages/bailando_tropical_43.9653_12.7225.json,custom
43.971367,12.723950,ov_conka_riders_kitesurfing_school_43.9714_12.7240,Conka Riders Kitesurfing School,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cattolica/pages/conka_riders_kitesurfing_school_43.9714_12.7240.json,custom
