# lat,lng,id,name,building_type,type
# Huntix Global POI Database - All categories from OpenStreetMap
47.220837,9.604171,osm_krankenhaus_maria_ebene_47.2208_9.6042,Krankenhaus Maria Ebene,hospital,hospital
45.555665,11.546719,osm_ingresso_palazzina_uffici_dellospedale_45.5557_11.5467,ingresso Palazzina Uffici dell'Ospedale,hospital,hospital
45.536063,11.524656,osm_guardia_medica_servizio_di_continuit_ass_45.5361_11.5247,Guardia Medica - Servizio di continuità assistenziale,hospital,hospital
44.217969,12.033122,osm_ospedali_privati_forl_villa_serena_44.2180_12.0331,Ospedali Privati Forlì Villa Serena,hospital,hospital
44.217181,12.058278,osm_ospedali_privati_forl_villa_igea_44.2172_12.0583,Ospedali Privati Forlì Villa Igea,hospital,hospital
46.583624,16.160671,osm_zdravstveni_dom_verej_46.5836_16.1607,Zdravstveni dom Veržej,hospital,hospital
46.685874,16.189205,osm_splona_ambulanta_martjanci_46.6859_16.1892,Splošna ambulanta Martjanci,hospital,hospital
46.501100,15.748825,osm_zdravstveni_dom_spodnji_duplek_46.5011_15.7488,Zdravstveni dom Spodnji Duplek,hospital,hospital
47.423764,10.253098,osm_fachklinik_fr_orthopdie_und_rheumatologi_47.4238_10.2531,Fachklinik für Orthopädie und Rheumatologie,hospital,hospital
46.142383,9.299683,osm_ospedale_moriggia_pelascini_46.1424_9.2997,Ospedale Moriggia Pelascini,hospital,hospital
36.041749,14.240499,osm_entru_tassaa_irrabat_gawdex_36.0417_14.2405,Ċentru Tas-Saħħa Ir-Rabat (Għawdex),hospital,hospital
45.614015,11.492417,osm_centro_diagnostico_veneto_45.6140_11.4924,Centro Diagnostico Veneto,hospital,hospital
44.577434,11.358319,osm_poliambulatorio_ausl_44.5774_11.3583,Poliambulatorio AUSL,hospital,hospital
44.344830,8.434595,osm_rsa_del_santuario_44.3448_8.4346,RSA del Santuario,hospital,hospital
42.815878,10.319724,osm_oce_ospedale_civile_elbano_42.8159_10.3197,O.C.E. Ospedale Civile Elbano,hospital,hospital
45.823500,9.061060,osm_villa_aprica_45.8235_9.0611,Villa Aprica,hospital,hospital
41.887076,12.398394,osm_aurelia_hospital_41.8871_12.3984,Aurelia Hospital,hospital,hospital
42.766098,10.392600,osm_guardia_medica_medical_assistance_42.7661_10.3926,Guardia Medica - Medical Assistance,hospital,hospital
45.847447,13.960318,osm_zdravstvena_postaja_vipava_45.8474_13.9603,Zdravstvena postaja Vipava,hospital,hospital
44.480713,11.348530,osm_villa_regina_44.4807_11.3485,Villa Regina,hospital,hospital
