# lat,lng,id,name,building_type,type,url,page_type
# carini -- gyms.csv
38.153478,13.177095,ov_amor_equum_38.1535_13.1771,Amor Equum,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/carini/pages/amor_equum_38.1535_13.1771.json,custom
38.149006,13.172376,ov_centro_ippico_il_feudo_di_mezzo_38.1490_13.1724,Centro Ippico Il Feudo di Mezzo,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/carini/pages/centro_ippico_il_feudo_di_mezzo_38.1490_13.1724.json,custom
38.156590,13.197860,ov_equiclub_f_lli_la_barbera_38.1566_13.1979,Equiclub f.lli La Barbera,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/carini/pages/equiclub_flli_la_barbera_38.1566_13.1979.json,custom
38.157850,13.195719,ov_touch_the_top_freedom_38.1578_13.1957,Touch The Top Freedom,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/carini/pages/touch_the_top_freedom_38.1578_13.1957.json,custom
38.160479,13.199372,ov_asdc_millennium_academy_38.1605_13.1994,ASDC Millennium academy,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/carini/pages/asdc_millennium_academy_38.1605_13.1994.json,custom
38.163003,13.223521,ov_minigolf_sicilia_38.1630_13.2235,Minigolf Sicilia,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/carini/pages/minigolf_sicilia_38.1630_13.2235.json,custom
38.163238,13.174155,ov_piano_monaco_38.1632_13.1742,Piano Monaco,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/carini/pages/piano_monaco_38.1632_13.1742.json,custom
38.160037,13.174085,ov_il_mondo_di_simba_sas_di_buzzetta_agata__38.1600_13.1741,Il Mondo di Simba Sas di Buzzetta Agata e C.,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/carini/pages/il_mondo_di_simba_sas_di_buzzetta_agata__38.1600_13.1741.json,custom
38.157383,13.170049,ov_sports_palace_ciro_genova_38.1574_13.1700,Sports Palace Ciro Genova,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/carini/pages/sports_palace_ciro_genova_38.1574_13.1700.json,custom
38.176512,13.151809,ov_giuf__beach_sport_village_38.1765_13.1518,giufà beach sport village,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/carini/pages/giuf_beach_sport_village_38.1765_13.1518.json,custom
38.176263,13.151759,ov_sporting_serracardillo_38.1763_13.1518,Sporting Serracardillo,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/carini/pages/sporting_serracardillo_38.1763_13.1518.json,custom
38.145082,13.186045,ov_asdps_filcrazydance_carini_38.1451_13.1860,ASDPS FilCrazyDance Carini,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/carini/pages/asdps_filcrazydance_carini_38.1451_13.1860.json,custom
38.143714,13.187308,ov_palestre_grin_club_38.1437_13.1873,Palestre Grin Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/carini/pages/palestre_grin_club_38.1437_13.1873.json,custom
38.143556,13.178639,ov_invictus_fitness_carini_38.1436_13.1786,Invictus Fitness Carini,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/carini/pages/invictus_fitness_carini_38.1436_13.1786.json,custom
38.142111,13.187603,ov_new_americanfitness_38.1421_13.1876,New AmericanFitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/carini/pages/new_americanfitness_38.1421_13.1876.json,custom
38.141218,13.187580,ov_artera_scuola_di_danza_38.1412_13.1876,Artera Scuola di Danza,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/carini/pages/artera_scuola_di_danza_38.1412_13.1876.json,custom
38.141117,13.187345,ov_associazione_sportiva_dilettantistica_ar_38.1411_13.1873,Associazione Sportiva Dilettantistica Artifex,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/carini/pages/associazione_sportiva_dilettantistica_ar_38.1411_13.1873.json,custom
38.141140,13.192370,ov_gart_academy_asd_38.1411_13.1924,Gart Academy Asd,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/carini/pages/gart_academy_asd_38.1411_13.1924.json,custom
38.135202,13.186478,ov_stay_strong_studio_personal_training_38.1352_13.1865,Stay Strong Studio Personal Training,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/carini/pages/stay_strong_studio_personal_training_38.1352_13.1865.json,custom
38.134368,13.186704,ov_asd_studio_danza_38.1344_13.1867,Asd studio danza,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/carini/pages/asd_studio_danza_38.1344_13.1867.json,custom
38.134307,13.183498,ov_grecana_38.1343_13.1835,Grecana,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/carini/pages/grecana_38.1343_13.1835.json,custom
38.130951,13.181663,ov_snaipay_carini_38.1310_13.1817,SnaiPay Carini,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/carini/pages/snaipay_carini_38.1310_13.1817.json,custom
38.060241,13.539809,ov_blue_shark_diving_club_38.0602_13.5398,Blue Shark Diving Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/carini/pages/blue_shark_diving_club_38.0602_13.5398.json,custom
