# lat,lng,id,name,building_type,type,url,page_type
# policoro -- gyms
40.178307,16.684318,ov_asd_scuderia_34_40.1783_16.6843,ASD Scuderia 34,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/policoro/pages/asd_scuderia_34_40.1783_16.6843.json,custom
40.183628,16.679730,ov_f_m__equestrian_club_40.1836_16.6797,F.M. Equestrian Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/policoro/pages/fm_equestrian_club_40.1836_16.6797.json,custom
40.197773,16.670786,ov_centro_yoga_giawalu_40.1978_16.6708,Centro Yoga Giawalu,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/policoro/pages/centro_yoga_giawalu_40.1978_16.6708.json,custom
40.202743,16.672846,ov_billiard__lite_40.2027_16.6728,Billiard Élite,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/policoro/pages/billiard_lite_40.2027_16.6728.json,custom
40.202147,16.673781,ov_asd_king_s_dance_club_40.2021_16.6738,Asd King's Dance Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/policoro/pages/asd_kings_dance_club_40.2021_16.6738.json,custom
40.211474,16.680269,ov_atletika_policoro_40.2115_16.6803,Atletika Policoro,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/policoro/pages/atletika_policoro_40.2115_16.6803.json,custom
40.212760,16.680420,ov_asd_atletika_40.2128_16.6804,ASD Atletika,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/policoro/pages/asd_atletika_40.2128_16.6804.json,custom
40.213850,16.681290,ov_kung_fu__fiore_di_loto_40.2139_16.6813,Kung Fu  Fiore Di Loto,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/policoro/pages/kung_fu_fiore_di_loto_40.2139_16.6813.json,custom
40.207410,16.675501,ov_kinesis_fit_club_40.2074_16.6755,Kinesis Fit Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/policoro/pages/kinesis_fit_club_40.2074_16.6755.json,custom
40.204348,16.673470,ov_scuola_di_danza_asd_social_dance_40.2043_16.6735,Scuola di Danza ASD Social Dance,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/policoro/pages/scuola_di_danza_asd_social_dance_40.2043_16.6735.json,custom
40.204588,16.673823,ov_gold_s_gym_40.2046_16.6738,Gold's Gym,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/policoro/pages/golds_gym_40.2046_16.6738.json,custom
40.206587,16.675144,ov_harafit_center_40.2066_16.6751,HaraFit Center,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/policoro/pages/harafit_center_40.2066_16.6751.json,custom
40.206842,16.674570,ov_scuolacalcio_padreminozzi_40.2068_16.6746,ScuolaCalcio PadreMinozzi,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/policoro/pages/scuolacalcio_padreminozzi_40.2068_16.6746.json,custom
40.210216,16.662309,ov_giovanni_castrovillari_best_natural_gym_40.2102_16.6623,Giovanni Castrovillari Best Natural Gym,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/policoro/pages/giovanni_castrovillari_best_natural_gym_40.2102_16.6623.json,custom
40.187930,16.709600,ov_bola_policoro_40.1879_16.7096,BOLA Policoro,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/policoro/pages/bola_policoro_40.1879_16.7096.json,custom
