# lat,lng,id,name,building_type,type,url,page_type
# follonica -- gyms.csv
42.766700,11.133300,ov_bikestation_golfo_del_sole_42.7667_11.1333,Bikestation Golfo del Sole,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bikestation_golfo_del_sole_42.7667_11.1333.json,custom
42.918634,10.760548,ov_feeldive_scarlino_diving_center_42.9186_10.7605,Feeldive Scarlino Diving Center,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/feeldive_scarlino_diving_center_42.9186_10.7605.json,custom
42.920040,10.760087,ov_centro_studi_danza_42.9200_10.7601,Centro Studi Danza,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/centro_studi_danza_42.9200_10.7601.json,custom
42.920078,10.760352,ov_motoria_42.9201_10.7604,Motoria,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/motoria_42.9201_10.7604.json,custom
42.924245,10.758346,ov_studio_di_educazione_fisica_prof_ssa_lau_42.9242_10.7583,Studio di Educazione Fisica Prof.ssa Laura Benci,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/studio_di_educazione_fisica_profssa_laur_42.9242_10.7583.json,custom
42.923979,10.762015,ov_sensual_dance_fit___la_luna_dance___foll_42.9240_10.7620,Sensual Dance Fit - La Luna Dance - Follonica,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/sensual_dance_fit_-_la_luna_dance_-_foll_42.9240_10.7620.json,custom
42.923717,10.752095,ov_minigolf_in_pineta_42.9237_10.7521,Minigolf in pineta,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/minigolf_in_pineta_42.9237_10.7521.json,custom
42.925707,10.755481,ov_franco_filippini_42.9257_10.7555,Franco Filippini,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/franco_filippini_42.9257_10.7555.json,custom
42.926787,10.752985,ov_body_lab_42.9268_10.7530,Body Lab,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/body_lab_42.9268_10.7530.json,custom
42.926710,10.753010,ov_palestra_azzurra_follonica_42.9267_10.7530,Palestra Azzurra Follonica,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/palestra_azzurra_follonica_42.9267_10.7530.json,custom
42.926669,10.752877,ov_dance_system_follonica_42.9267_10.7529,Dance System Follonica,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/dance_system_follonica_42.9267_10.7529.json,custom
42.931103,10.756874,ov_rosso_amaranto_42.9311_10.7569,Rosso Amaranto,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/rosso_amaranto_42.9311_10.7569.json,custom
42.940651,10.711647,ov_villaggio_marino_follonica___official_pa_42.9407_10.7116,Villaggio Marino Follonica - Official Page,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/villaggio_marino_follonica_-_official_pa_42.9407_10.7116.json,custom
42.952547,10.743572,ov_asd_tav_follonica___tiro_a_volo_42.9525_10.7436,ASD TAV Follonica - Tiro a Volo,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/asd_tav_follonica_-_tiro_a_volo_42.9525_10.7436.json,custom
42.958213,10.808980,ov_circolo_ippico_l_araba_fenice_42.9582_10.8090,Circolo ippico l'araba fenice,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/circolo_ippico_laraba_fenice_42.9582_10.8090.json,custom
42.954140,10.773740,ov_asd_tav_follonica___tiro_con_carabine_42.9541_10.7737,ASD TAV Follonica - Tiro con carabine,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/asd_tav_follonica_-_tiro_con_carabine_42.9541_10.7737.json,custom
42.953410,10.790730,ov_ippodromo_dei_pini_follonica_42.9534_10.7907,Ippodromo Dei Pini Follonica,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/ippodromo_dei_pini_follonica_42.9534_10.7907.json,custom
42.936358,10.780419,ov_fitup_follonica_42.9364_10.7804,FitUP Follonica,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/fitup_follonica_42.9364_10.7804.json,custom
42.936367,10.788668,ov_que_rico_salsa_la_luna_dance_42.9364_10.7887,Que Rico Salsa La Luna Dance,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/que_rico_salsa_la_luna_dance_42.9364_10.7887.json,custom
42.936333,10.790747,ov_dude_crossfit_42.9363_10.7907,Dude CrossFit,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/dude_crossfit_42.9363_10.7907.json,custom
42.933610,10.785860,ov_pole_dance___aereal_dance_academy_studio_42.9336_10.7859,Pole Dance & Aereal Dance Academy Studio Follonica,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/pole_dance_aereal_dance_academy_studio_f_42.9336_10.7859.json,custom
42.935640,10.792540,ov_no_limits___scuola_multidisciplinare_42.9356_10.7925,No Limits - Scuola multidisciplinare,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/no_limits_-_scuola_multidisciplinare_42.9356_10.7925.json,custom
42.935598,10.789502,ov_alma_pilates_studio_42.9356_10.7895,Alma Pilates Studio,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/alma_pilates_studio_42.9356_10.7895.json,custom
42.935810,10.784350,ov_egna_dance_lab_42.9358_10.7843,Egna Dance Lab,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/egna_dance_lab_42.9358_10.7843.json,custom
42.935058,10.782120,ov_creactivity_academy_42.9351_10.7821,CreActivity Academy,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/creactivity_academy_42.9351_10.7821.json,custom
42.933711,10.771074,ov_minigolf_comunale_follonica_42.9337_10.7711,Minigolf Comunale Follonica,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/minigolf_comunale_follonica_42.9337_10.7711.json,custom
42.933004,10.783377,ov_palestra_iron_club_42.9330_10.7834,Palestra Iron Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/palestra_iron_club_42.9330_10.7834.json,custom
42.933066,10.783895,ov_palestra_atlantide_42.9331_10.7839,Palestra Atlantide,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/palestra_atlantide_42.9331_10.7839.json,custom
42.925224,10.773705,ov_palagolfo_42.9252_10.7737,Palagolfo,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/palagolfo_42.9252_10.7737.json,custom
42.921905,10.770975,ov_asroma_club_follonica_42.9219_10.7710,Asroma Club Follonica,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/asroma_club_follonica_42.9219_10.7710.json,custom
42.917809,10.765362,ov_eden_park_42.9178_10.7654,Eden Park,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/eden_park_42.9178_10.7654.json,custom
42.915360,10.768720,ov_atelier_di_casetta_42.9154_10.7687,Atelier di Casetta,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/atelier_di_casetta_42.9154_10.7687.json,custom
42.920053,10.760348,osm_palestra_motoria_42.9201_10.7603,Palestra Motoria,palestra,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/palestra_motoria_42.9201_10.7603.json,custom
42.935747,10.778915,osm_fitup_42.9357_10.7789,FitUP,palestra,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/fitup_42.9357_10.7789.json,custom
42.920522,10.757937,osm_extrema_fighting_club_42.9205_10.7579,Extrema fighting club,palestra,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/extrema_fighting_club_42.9205_10.7579.json,custom
42.935506,10.781078,osm_forman_42.9355_10.7811,FormaN,palestra,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/forman_42.9355_10.7811.json,custom
42.935319,10.779889,osm_ashtanga_yoga_42.9353_10.7799,Ashtanga Yoga,palestra,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/ashtanga_yoga_42.9353_10.7799.json,custom
42.926624,10.752809,osm_palestra_azzurra_42.9266_10.7528,Palestra Azzurra,palestra,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/palestra_azzurra_42.9266_10.7528.json,custom
